student_id,attendance_pct,past_marks,submission_rate,login_frequency,resume_scans_count,mock_interview_score,career_chat_activity_count,at_risk
STU-00463,63.9,66.7,0.615,6,3,48.8,13,1
STU-00464,73.7,78.3,0.828,2,4,75.5,7,0
STU-00465,48.3,24.7,0.552,2,2,20.0,1,1
STU-00466,67.0,56.0,0.633,1,3,43.8,4,1
STU-00467,72.0,64.7,0.57,6,3,51.3,2,1
STU-00468,93.4,59.7,0.59,5,5,58.3,7,0
STU-00469,100.0,98.3,0.777,10,4,87.4,5,0
STU-00470,68.0,66.0,0.539,3,3,47.6,4,1
STU-00471,89.8,76.3,0.79,4,3,73.6,7,0
STU-00472,73.7,70.0,0.79,6,2,68.0,8,0
STU-00473,88.1,82.3,0.811,5,1,79.0,6,0
STU-00474,85.1,86.3,0.601,7,2,68.5,7,0
STU-00475,73.2,53.0,0.6,4,1,44.1,6,1
STU-00476,84.2,74.7,0.76,3,1,55.1,7,0
STU-00477,80.5,62.3,0.829,3,5,51.9,2,0
STU-00478,48.9,26.3,0.365,3,0,20.0,1,1
STU-00479,83.6,68.0,0.709,6,4,58.3,5,0
STU-00480,100.0,83.0,0.951,7,2,72.5,7,0
STU-00481,77.2,68.0,0.726,6,0,54.5,6,0
STU-00482,77.5,50.0,0.645,0,0,50.4,5,1
STU-00483,83.3,66.0,0.739,1,6,72.8,5,0
STU-00484,92.3,96.0,0.856,2,3,74.2,5,0
STU-00485,82.6,66.7,0.796,8,5,60.5,5,0
STU-00486,72.6,64.0,0.605,4,0,50.5,4,1
STU-00487,91.8,98.3,0.962,5,5,98.1,8,0
STU-00488,72.8,55.0,0.515,4,2,47.9,3,1
STU-00489,79.2,89.3,0.823,9,4,76.7,10,0
STU-00490,82.2,72.3,0.726,2,3,65.8,7,0
STU-00491,97.3,99.3,0.797,8,1,79.7,8,0
STU-00492,96.7,91.3,0.855,7,4,96.5,3,0
STU-00493,82.8,70.7,0.704,4,1,68.1,4,0
STU-00494,80.3,71.3,0.621,3,2,53.8,4,0
STU-00495,72.5,66.0,0.652,4,0,54.3,4,0
STU-00496,77.9,58.7,0.555,4,3,59.7,5,1
STU-00497,65.6,74.3,0.747,4,3,59.8,7,0
STU-00498,64.7,49.0,0.503,1,3,49.2,4,1
STU-00499,71.8,72.7,0.82,6,2,64.8,8,0
STU-00500,70.7,62.7,0.619,4,3,55.1,5,1
STU-00501,91.3,81.7,0.713,6,2,74.7,5,0
STU-00502,89.7,85.3,0.727,5,3,65.5,13,0
STU-00503,68.9,64.3,0.778,6,7,61.3,8,0
STU-00504,65.5,69.0,0.721,5,4,61.5,4,0
STU-00505,50.6,58.7,0.626,5,4,42.9,6,1
STU-00506,81.2,89.0,0.835,7,4,75.1,6,0
STU-00507,100.0,95.7,0.66,10,4,76.9,2,0
STU-00508,70.4,49.7,0.595,4,2,45.0,4,1
STU-00509,78.2,64.7,0.883,6,3,78.1,7,0
STU-00510,73.5,56.0,0.641,5,2,44.6,5,1
STU-00511,60.6,59.0,0.65,5,4,54.4,3,1
STU-00512,79.1,80.3,0.796,8,5,68.5,8,0
STU-00513,70.8,38.0,0.662,3,3,40.5,1,1
STU-00514,57.9,30.0,0.34,2,2,24.2,3,1
STU-00515,70.5,44.3,0.437,3,1,30.8,3,1
STU-00516,79.4,71.0,0.722,2,6,63.0,7,0
STU-00517,82.8,73.7,0.661,5,3,60.3,9,0
STU-00518,74.2,75.7,0.833,6,2,57.1,8,0
STU-00519,100.0,95.3,0.851,5,0,97.1,10,0
STU-00520,68.1,26.0,0.325,2,2,22.9,2,1
STU-00521,76.2,84.3,0.67,6,4,69.9,5,0
STU-00522,64.3,56.7,0.413,5,2,58.9,7,1
STU-00523,100.0,90.0,0.831,5,2,69.8,5,0
STU-00524,77.2,56.7,0.668,4,1,66.3,5,1
STU-00525,99.1,80.7,0.769,9,8,69.5,8,0
STU-00526,74.9,73.3,0.803,4,2,64.0,8,0
STU-00527,100.0,99.3,0.993,2,3,87.7,16,0
STU-00528,78.7,55.0,0.661,4,4,47.4,3,0
STU-00529,74.1,60.7,0.483,4,0,62.1,5,0
STU-00530,79.1,51.3,0.656,5,1,58.5,4,1
STU-00531,89.2,86.0,0.874,6,4,79.3,5,0
STU-00532,78.2,88.3,0.816,4,2,77.8,6,0
STU-00533,93.8,97.7,0.967,5,4,91.5,7,0
STU-00534,71.7,52.3,0.518,3,2,58.3,2,1
STU-00535,70.8,81.7,0.919,6,3,52.5,5,0
STU-00536,83.5,75.7,0.652,5,6,67.3,4,0
STU-00537,71.9,50.3,0.712,6,4,45.0,7,1
STU-00538,100.0,90.3,0.717,10,2,65.9,7,0
STU-00539,63.2,77.7,0.664,3,5,63.1,3,0
STU-00540,70.8,69.7,0.82,4,3,74.0,6,0
STU-00541,51.0,39.7,0.527,6,0,28.5,3,1
STU-00542,76.9,83.7,0.836,4,4,77.4,5,0
STU-00543,76.2,47.7,0.657,2,6,58.1,2,1
STU-00544,71.3,61.3,0.648,5,4,52.0,5,1
STU-00545,75.8,72.3,0.821,4,3,62.4,9,0
STU-00546,80.3,81.0,0.736,3,4,55.1,6,0
STU-00547,89.5,78.0,0.648,8,4,68.6,4,0
STU-00548,59.2,47.3,0.522,3,5,47.5,2,1
STU-00549,91.4,74.3,0.816,1,3,71.7,7,0
STU-00550,84.6,77.7,0.77,6,3,69.0,5,0
STU-00551,91.2,96.7,0.708,6,7,83.2,4,0
STU-00552,80.7,53.0,0.607,4,4,70.6,1,0
STU-00553,82.9,79.7,0.702,2,4,64.3,2,0
STU-00554,98.7,70.0,0.721,4,4,80.3,6,0
STU-00555,83.4,86.7,0.673,3,1,74.7,11,0
STU-00556,75.9,55.7,0.628,5,1,68.9,3,0
STU-00557,75.3,61.3,0.648,7,2,50.3,4,0
STU-00558,73.5,61.7,0.77,3,2,61.9,6,0
STU-00559,67.0,68.3,0.756,1,4,54.9,9,0
STU-00560,82.5,79.3,0.785,2,4,76.5,8,0
STU-00561,89.1,81.3,0.775,7,0,86.9,7,0
STU-00562,78.7,69.7,0.71,2,3,62.2,5,0
STU-00563,64.7,43.0,0.5,2,1,46.3,5,1
STU-00564,89.8,93.7,0.777,3,2,82.3,5,0
STU-00565,77.7,58.7,0.568,5,2,43.3,4,1
STU-00566,96.6,85.3,0.776,4,3,80.7,7,0
STU-00567,77.8,57.7,0.595,3,3,56.7,6,0
STU-00568,61.4,46.7,0.596,4,3,38.2,9,1
STU-00569,78.1,65.0,0.733,3,6,47.6,5,0
STU-00570,88.9,94.7,0.696,7,4,90.1,11,0
STU-00571,63.4,63.3,0.669,5,5,50.9,3,1
STU-00572,85.7,73.7,0.751,12,1,82.0,7,0
STU-00573,72.5,57.0,0.662,6,1,48.6,4,1
STU-00574,82.8,98.0,0.839,11,4,88.5,3,0
STU-00575,81.8,61.0,0.589,3,2,64.3,3,0
STU-00576,62.0,60.3,0.551,2,3,44.7,7,1
STU-00577,97.3,77.7,0.791,5,7,77.0,6,0
STU-00578,76.4,50.3,0.684,4,1,58.2,4,1
STU-00579,75.5,71.7,0.531,3,1,62.9,12,0
STU-00580,83.8,80.7,0.781,3,1,75.8,4,0
STU-00581,71.5,78.7,0.889,4,4,80.4,4,0
STU-00582,81.8,82.0,0.798,5,4,80.2,7,0
STU-00583,83.5,72.3,0.806,6,4,71.0,6,0
STU-00584,67.7,49.3,0.59,3,0,54.3,2,1
STU-00585,84.7,59.3,0.687,10,3,64.5,4,0
STU-00586,91.3,54.0,0.54,4,2,43.1,4,1
STU-00587,70.7,75.3,0.539,8,3,66.0,6,0
STU-00588,85.1,84.3,0.897,5,1,78.2,8,0
STU-00589,95.0,89.7,0.77,6,4,81.1,3,0
STU-00590,100.0,88.3,0.805,3,1,93.5,4,0
STU-00591,72.3,79.7,0.637,8,8,61.9,6,0
STU-00592,79.6,73.0,0.602,3,4,50.9,3,0
STU-00593,94.2,63.3,0.703,3,2,68.2,6,0
STU-00594,65.2,70.7,0.645,4,3,48.7,7,1
STU-00595,64.1,62.3,0.692,4,4,37.6,6,1
STU-00596,84.7,77.0,0.821,3,3,80.7,1,0
STU-00597,57.1,35.0,0.551,4,5,31.0,1,1
STU-00598,70.8,44.7,0.592,9,3,41.7,7,1
STU-00599,81.3,77.0,0.861,5,3,61.9,4,0
STU-00600,69.9,83.0,0.68,7,1,59.5,8,0
STU-00601,72.9,54.0,0.616,2,5,36.4,8,1
STU-00602,89.3,89.7,0.939,7,6,82.0,7,0
STU-00603,92.5,68.0,0.841,2,2,55.6,8,0
STU-00604,84.3,79.3,0.683,2,8,77.9,7,0
STU-00605,85.7,82.7,0.788,4,4,74.6,6,0
STU-00606,83.3,76.7,0.842,4,0,66.6,6,0
STU-00607,100.0,93.0,0.906,5,3,88.3,4,0
STU-00608,91.8,97.0,0.851,0,3,85.5,8,0
STU-00609,61.0,61.7,0.641,6,4,56.4,5,1
STU-00610,83.2,58.7,0.663,4,3,55.1,4,1
STU-00611,71.4,57.0,0.708,4,5,57.9,5,1
STU-00612,76.9,67.3,0.666,3,5,59.1,2,0
STU-00613,63.0,44.3,0.618,4,6,26.3,0,1
STU-00614,72.9,55.0,0.631,4,2,51.9,5,1
STU-00615,65.5,58.0,0.586,3,3,50.5,6,1
STU-00616,66.8,68.3,0.734,3,2,62.6,4,1
STU-00617,82.1,71.3,0.94,5,1,50.3,5,0
STU-00618,76.8,67.0,0.543,6,5,54.4,5,1
STU-00619,80.8,89.0,0.821,5,2,66.9,10,0
STU-00620,90.4,78.3,0.681,9,5,72.5,2,0
STU-00621,71.0,64.7,0.72,2,4,43.7,2,1
STU-00622,90.3,82.3,0.815,6,2,70.6,6,0
STU-00623,61.7,33.0,0.576,2,4,32.3,6,1
STU-00624,75.4,59.3,0.791,4,3,53.4,5,0
STU-00625,69.3,46.7,0.599,3,4,32.2,4,1
STU-00626,72.8,70.0,0.791,7,0,66.8,8,0
STU-00627,74.3,53.7,0.481,7,2,61.2,0,1
STU-00628,75.2,46.0,0.707,5,2,44.9,4,1
STU-00629,58.3,45.7,0.608,6,0,45.6,4,1
STU-00630,58.4,67.3,0.773,5,2,55.4,8,0
STU-00631,87.5,69.3,0.599,4,3,57.3,4,0
STU-00632,91.5,63.7,0.602,5,2,48.9,5,0
STU-00633,74.4,71.7,0.72,3,1,62.3,4,0
STU-00634,53.9,50.0,0.599,2,3,38.3,5,1
STU-00635,81.4,68.0,0.763,4,5,62.3,4,0
STU-00636,71.8,64.0,0.757,3,4,59.2,9,0
STU-00637,65.0,47.3,0.445,2,1,49.7,4,1
STU-00638,77.9,72.7,0.841,4,1,73.0,5,0
STU-00639,85.2,80.3,0.752,5,4,82.6,6,0
STU-00640,85.0,80.7,0.737,6,4,62.9,6,0
STU-00641,59.4,55.3,0.509,4,2,32.3,4,1
STU-00642,84.8,77.7,0.779,2,4,71.7,7,0
STU-00643,91.0,70.3,0.509,3,2,53.6,5,0
STU-00644,75.8,65.7,0.73,9,4,53.6,9,0
STU-00645,78.9,80.7,0.634,6,5,54.4,4,0
STU-00646,84.4,72.0,0.764,1,4,62.0,7,0
STU-00647,85.8,63.3,0.707,2,2,49.8,7,0
STU-00648,68.7,79.7,0.842,6,6,64.2,1,0
STU-00649,82.2,80.0,0.736,3,4,64.8,5,0
STU-00650,71.2,64.3,0.616,2,4,55.4,6,0
STU-00651,100.0,85.7,0.788,7,1,90.7,8,0
STU-00652,81.6,66.3,0.833,4,4,69.8,3,0
STU-00653,92.5,79.7,0.791,5,2,54.7,3,0
STU-00654,69.4,71.3,0.676,7,5,65.5,6,0
STU-00655,83.9,77.3,0.718,9,5,66.6,2,0
STU-00656,94.4,87.0,0.71,6,3,81.2,4,0
STU-00657,74.8,62.0,0.741,5,2,60.5,7,0
STU-00658,73.5,60.7,0.513,3,6,53.2,2,1
STU-00659,64.0,23.3,0.527,2,2,20.0,2,1
STU-00660,76.9,76.0,0.74,6,5,63.1,11,0
STU-00661,70.4,65.0,0.916,7,1,72.7,6,0
STU-00662,82.9,66.7,0.645,4,3,59.0,4,0
STU-00663,67.8,64.7,0.665,12,5,46.7,4,1
STU-00664,72.8,67.0,0.829,6,3,56.5,3,0
STU-00665,69.0,54.7,0.719,8,4,37.4,5,1
STU-00666,64.4,69.7,0.643,5,5,45.4,5,1
STU-00667,86.7,100.0,0.918,8,4,90.2,4,0
STU-00668,88.6,89.3,0.797,6,5,87.5,8,0
STU-00669,93.1,97.3,0.909,6,3,90.4,4,0
STU-00670,59.3,71.7,0.652,4,4,62.3,3,1
STU-00671,77.3,59.7,0.641,5,6,33.7,6,1
STU-00672,83.1,80.3,0.624,4,5,71.8,10,0
STU-00673,70.0,66.7,0.694,4,3,57.4,7,0
STU-00674,70.3,76.7,0.769,2,7,59.8,2,0
STU-00675,86.0,60.3,0.683,6,3,60.7,6,0
STU-00676,74.6,60.3,0.522,3,3,52.6,8,1
STU-00677,93.3,70.3,0.781,3,3,51.3,5,0
STU-00678,82.0,75.7,0.757,4,9,67.0,4,0
STU-00679,85.1,83.0,0.707,4,4,80.1,5,0
STU-00680,81.5,66.0,0.708,4,3,62.3,3,0
STU-00681,81.2,50.0,0.53,2,3,43.6,4,1
STU-00682,93.8,98.7,0.761,4,5,82.4,7,0
STU-00683,100.0,99.3,0.854,3,2,99.3,4,0
STU-00684,87.0,83.7,0.917,7,1,69.3,7,0
STU-00685,74.6,54.7,0.622,5,2,59.1,6,1
STU-00686,68.6,60.0,0.701,3,5,45.6,6,1
STU-00687,83.4,73.0,0.672,7,9,64.0,7,0
STU-00688,92.4,82.0,0.78,4,4,65.2,4,0
STU-00689,74.8,55.7,0.667,6,2,50.8,6,1
STU-00690,83.9,75.3,0.847,2,5,84.2,5,0
STU-00691,82.6,78.7,0.701,3,5,55.6,7,0
STU-00692,76.9,74.7,0.598,4,4,67.3,5,0
STU-00693,96.7,82.3,0.701,5,4,91.8,3,0
STU-00694,64.7,61.0,0.662,1,2,65.3,8,1
STU-00695,71.0,70.7,0.603,5,0,49.4,6,0
STU-00696,85.8,85.0,0.858,7,8,70.0,7,0
STU-00697,60.3,70.0,0.663,5,4,53.5,4,1
STU-00698,69.0,68.3,0.882,4,5,59.3,4,0
STU-00699,65.4,59.7,0.509,6,6,52.5,3,1
STU-00700,84.4,73.0,0.781,7,3,59.9,2,0
STU-00701,100.0,88.7,0.753,3,6,76.4,7,0
STU-00702,75.5,71.7,0.669,6,4,54.4,4,0
STU-00703,73.2,78.7,0.755,2,4,65.4,5,0
STU-00704,82.1,83.3,0.581,10,3,86.7,6,0
STU-00705,75.9,52.3,0.631,3,4,37.0,4,1
STU-00706,66.4,62.7,0.816,2,3,45.5,6,1
STU-00707,73.4,77.3,0.7,7,4,56.7,5,0
STU-00708,72.5,52.3,0.632,5,5,49.6,1,1
STU-00709,77.0,74.7,0.805,5,3,63.1,5,0
STU-00710,75.3,57.3,0.624,1,2,41.6,6,1
STU-00711,79.9,60.0,0.654,6,1,56.1,3,1
STU-00712,75.1,56.0,0.448,4,3,41.3,11,1
STU-00713,66.3,63.3,0.718,3,4,56.2,8,0
STU-00714,87.9,77.7,0.779,1,2,95.5,5,0
STU-00715,75.3,70.7,0.622,4,5,64.5,3,0
STU-00716,65.1,63.7,0.678,2,2,53.4,6,1
STU-00717,61.4,60.7,0.607,2,5,46.2,4,1
STU-00718,79.1,65.0,0.633,5,0,44.5,6,1
STU-00719,61.6,42.3,0.61,4,2,41.9,5,1
STU-00720,70.1,71.7,0.601,3,1,66.4,8,0
STU-00721,75.1,68.3,0.775,7,4,54.4,3,0
STU-00722,97.6,99.3,0.735,4,5,94.1,8,0
STU-00723,63.5,76.7,0.68,6,7,65.3,3,0
STU-00724,70.5,80.0,0.904,3,6,74.2,11,0
STU-00725,66.0,61.0,0.745,2,2,54.2,5,1
STU-00726,83.7,63.3,0.674,0,0,52.4,7,0
STU-00727,76.9,48.7,0.568,2,0,41.7,3,1
STU-00728,79.5,64.7,0.631,4,4,53.8,6,1
STU-00729,62.8,57.3,0.643,4,3,55.5,8,1
STU-00730,69.6,72.0,0.713,3,3,57.1,8,0
STU-00731,74.8,59.3,0.639,8,7,54.0,4,1
STU-00732,89.0,79.0,0.793,3,1,66.5,5,0
STU-00733,74.3,56.7,0.616,0,5,54.4,6,1
STU-00734,70.2,59.0,0.53,8,1,52.7,2,1
STU-00735,98.3,96.3,0.84,9,2,80.3,7,0
STU-00736,89.7,79.0,0.868,3,3,73.4,4,0
STU-00737,89.8,69.7,0.639,7,1,74.7,5,0
STU-00738,77.9,60.7,0.638,3,9,41.5,7,1
STU-00739,58.9,56.0,0.564,3,1,39.0,9,1
STU-00740,61.7,72.0,0.719,6,4,60.6,5,1
STU-00741,85.2,73.7,0.687,3,4,79.7,8,0
STU-00742,98.3,100.0,0.968,5,5,79.6,4,0
STU-00743,75.1,65.0,0.766,4,7,67.2,4,0
STU-00744,69.8,84.0,0.665,4,8,73.5,6,0
STU-00745,66.2,45.7,0.632,2,7,34.1,4,1
STU-00746,74.3,50.7,0.541,5,3,44.4,4,1
STU-00747,96.9,87.3,0.741,5,4,70.7,6,0
STU-00748,77.7,64.7,0.698,2,5,52.1,7,0
STU-00749,53.4,6.7,0.394,2,1,20.0,1,1
STU-00750,71.4,72.7,0.785,7,3,61.6,4,0
STU-00751,88.1,95.7,0.766,7,2,88.5,2,0
STU-00752,63.2,45.0,0.525,2,1,38.7,6,1
STU-00753,80.3,94.3,0.769,3,6,88.9,8,0
STU-00754,64.4,11.3,0.361,0,2,20.0,3,1
STU-00755,100.0,94.7,0.961,3,4,88.0,6,0
STU-00756,85.7,72.7,0.764,2,6,56.7,8,0
STU-00757,56.6,40.0,0.687,3,4,30.1,6,1
STU-00758,98.9,88.7,1.0,5,4,71.6,7,0
STU-00759,86.2,81.7,0.676,11,7,67.3,6,0
STU-00760,94.2,84.7,0.829,6,6,81.1,2,0
STU-00761,85.4,70.3,0.608,7,7,73.5,7,0
STU-00762,81.4,71.0,0.643,7,6,64.6,11,0
STU-00763,80.4,49.3,0.596,3,1,43.0,4,1
STU-00764,82.9,74.3,0.637,7,5,51.7,11,0
STU-00765,85.3,84.3,0.688,5,2,70.0,5,0
STU-00766,70.9,85.3,0.765,13,3,79.0,2,0
STU-00767,76.2,50.3,0.554,5,3,49.0,3,1
STU-00768,61.2,44.7,0.641,3,3,42.3,4,1
STU-00769,61.2,56.0,0.557,5,4,46.2,8,1
STU-00770,91.3,59.0,0.92,4,4,63.9,4,0
STU-00771,91.1,57.7,0.652,4,2,44.2,5,0
STU-00772,82.9,63.0,0.671,7,6,66.4,8,0
STU-00773,65.7,42.0,0.456,3,2,26.8,5,1
STU-00774,83.4,64.3,0.808,5,1,61.0,0,0
STU-00775,75.2,67.0,0.775,4,3,54.8,7,0
STU-00776,72.8,58.7,0.667,5,2,48.9,3,1
STU-00777,64.5,60.3,0.544,1,4,49.4,5,1
STU-00778,64.4,37.0,0.552,4,2,33.5,2,1
STU-00779,67.3,48.7,0.504,4,1,45.0,4,1
STU-00780,73.3,65.3,0.844,4,3,72.0,7,0
STU-00781,74.3,66.0,0.745,3,5,67.4,8,0
STU-00782,83.5,69.0,0.753,5,3,69.3,10,0
STU-00783,100.0,80.0,0.605,8,2,89.7,6,0
STU-00784,77.4,58.0,0.561,5,1,50.0,5,1
STU-00785,88.5,78.7,0.848,7,7,83.5,4,0
STU-00786,92.5,84.0,0.917,7,2,82.8,7,0
STU-00787,70.8,56.7,0.722,7,2,43.8,4,1
STU-00788,88.2,81.3,0.679,3,1,78.6,6,0
STU-00789,70.0,72.3,0.736,9,2,65.5,3,0
STU-00790,78.2,58.3,0.773,6,2,57.3,4,0
STU-00791,78.2,85.3,0.644,9,3,75.8,8,0
STU-00792,62.3,58.0,0.639,4,1,56.2,6,1
STU-00793,85.0,81.0,0.777,3,5,68.7,11,0
STU-00794,95.6,88.7,0.819,7,7,59.8,9,0
STU-00795,63.5,69.0,0.547,4,5,72.1,1,0
STU-00796,70.5,58.7,0.617,2,0,47.5,8,1
STU-00797,75.1,51.3,0.58,3,2,37.0,5,1
STU-00798,65.3,28.7,0.481,1,3,20.0,2,1
STU-00799,97.4,82.7,0.768,9,2,75.6,2,0
STU-00800,89.6,80.7,0.768,6,4,72.1,5,0
STU-00801,80.3,91.7,0.805,5,2,72.0,4,0
STU-00802,65.6,62.7,0.699,4,3,47.8,1,1
STU-00803,88.7,91.7,0.784,11,2,82.2,7,0
STU-00804,76.2,63.3,0.634,8,3,70.1,7,0
STU-00805,87.2,56.0,0.687,0,2,62.2,1,0
STU-00806,89.2,63.3,0.563,8,1,70.8,6,0
STU-00807,56.1,26.7,0.521,2,3,20.0,3,1
STU-00808,78.9,94.7,0.823,2,3,81.3,4,0
STU-00809,77.3,76.7,0.737,3,1,68.6,7,0
STU-00810,75.9,65.3,0.754,3,4,50.3,5,0
STU-00811,68.2,54.7,0.467,3,1,43.1,8,1
STU-00812,94.0,100.0,0.742,6,6,99.8,5,0
STU-00813,76.2,65.3,0.699,1,2,64.3,4,0
STU-00814,78.3,64.0,0.719,1,4,62.9,4,0
STU-00815,80.2,88.0,0.804,6,4,65.2,6,0
STU-00816,83.5,80.7,0.716,7,2,66.2,8,0
STU-00817,86.4,98.3,0.895,3,3,72.1,7,0
STU-00818,79.7,73.3,0.791,2,4,62.9,5,0
STU-00819,71.2,54.0,0.659,2,2,47.9,2,1
STU-00820,62.5,56.7,0.612,9,0,46.0,2,1
STU-00821,67.3,39.3,0.428,4,1,43.4,6,1
STU-00822,83.1,62.3,0.723,6,3,56.3,3,0
STU-00823,85.7,90.7,0.951,6,2,87.1,9,0
STU-00824,77.8,88.0,0.892,10,2,73.2,7,0
STU-00825,64.2,71.7,0.638,5,2,58.9,6,0
STU-00826,70.0,55.0,0.679,4,5,50.0,1,1
STU-00827,77.3,71.3,0.776,5,3,73.3,4,0
STU-00828,82.4,85.0,0.9,5,12,70.1,5,0
STU-00829,94.8,74.0,0.7,9,1,75.3,5,0
STU-00830,71.3,82.3,0.794,3,4,85.0,6,0
STU-00831,72.7,55.3,0.686,7,1,45.5,6,1
STU-00832,92.2,80.7,0.758,4,1,77.8,5,0
STU-00833,59.4,31.7,0.469,2,2,44.5,6,1
STU-00834,91.9,92.3,0.895,1,4,97.5,2,0
STU-00835,84.7,100.0,0.896,5,6,88.7,8,0
STU-00836,70.4,52.7,0.67,4,1,71.6,1,1
STU-00837,67.8,55.7,0.646,4,0,42.4,5,1
STU-00838,85.3,67.3,0.666,9,3,74.2,7,0
STU-00839,83.1,56.0,0.748,6,2,53.7,8,1
STU-00840,78.3,79.3,0.675,5,4,78.2,4,0
STU-00841,99.9,74.7,0.726,8,2,68.9,3,0
STU-00842,76.3,69.0,0.696,6,1,65.4,9,0
STU-00843,91.9,77.0,0.805,9,2,76.9,7,0
STU-00844,75.4,69.0,0.575,3,3,50.0,4,1
STU-00845,89.6,97.0,0.73,4,6,81.1,10,0
STU-00846,80.6,73.3,0.554,5,4,45.2,7,0
STU-00847,94.7,61.0,0.658,1,2,50.4,2,0
STU-00848,77.1,40.3,0.512,7,0,35.8,4,1
STU-00849,69.3,65.0,0.644,1,4,53.5,8,0
STU-00850,100.0,97.3,0.94,9,4,100.0,12,0
STU-00851,62.3,44.0,0.519,5,2,51.1,3,1
STU-00852,71.3,48.3,0.66,2,2,37.6,3,1
STU-00853,94.9,79.0,0.771,3,6,79.6,4,0
STU-00854,83.8,85.7,0.832,4,4,79.2,6,0
STU-00855,77.7,68.3,0.73,2,4,55.4,8,0
STU-00856,89.5,81.0,0.75,6,2,78.3,8,0
STU-00857,61.6,31.7,0.495,1,5,29.1,4,1
STU-00858,84.7,81.7,0.842,3,5,58.6,3,0
STU-00859,65.3,75.3,0.758,9,3,55.8,9,0
STU-00860,68.6,42.0,0.448,1,0,37.1,3,1
STU-00861,76.8,86.0,0.832,2,2,73.9,5,0
STU-00862,81.6,86.0,0.743,4,5,75.4,2,0
STU-00863,79.5,77.7,0.851,10,4,59.7,4,0
STU-00864,86.7,73.7,0.85,10,1,69.9,3,0
STU-00865,83.7,79.0,0.818,5,0,82.2,6,0
STU-00866,81.1,67.3,0.699,9,6,56.6,10,0
STU-00867,71.0,78.7,0.727,8,2,79.8,5,0
STU-00868,62.6,45.3,0.631,6,1,33.0,4,1
STU-00869,66.0,55.7,0.599,5,1,48.9,5,1
STU-00870,67.9,51.7,0.627,3,3,41.1,7,1
STU-00871,75.5,63.3,0.736,6,6,58.5,6,0
STU-00872,70.8,73.0,0.67,3,1,55.8,8,0
STU-00873,92.7,77.0,0.736,8,1,88.9,6,0
STU-00874,82.9,83.3,0.671,3,1,57.3,10,0
STU-00875,63.7,71.0,0.62,1,5,74.1,6,0
STU-00876,56.5,56.0,0.484,9,5,48.3,4,1
STU-00877,77.2,71.7,0.767,6,2,65.3,3,0
STU-00878,76.7,56.0,0.825,0,0,66.3,7,0
STU-00879,74.4,67.0,0.799,3,3,63.8,5,0
STU-00880,76.5,70.3,0.572,4,5,53.9,6,1
STU-00881,48.1,3.3,0.425,0,2,20.0,4,1
STU-00882,93.9,94.0,0.934,7,1,94.8,7,0
STU-00883,66.6,65.3,0.64,3,4,48.4,5,1
STU-00884,63.6,59.7,0.656,2,1,67.7,3,0
STU-00885,89.6,98.3,0.731,7,5,94.7,5,0
STU-00886,88.9,75.3,0.798,5,2,68.6,6,0
STU-00887,79.1,56.3,0.547,4,2,40.7,4,1
STU-00888,83.1,73.7,0.784,4,4,68.8,4,0
STU-00889,62.3,77.3,0.612,3,2,50.1,2,0
STU-00890,73.9,73.0,0.808,2,2,66.7,8,0
STU-00891,68.4,65.0,0.757,7,3,53.1,5,0
STU-00892,80.2,87.0,0.722,7,5,65.4,2,0
STU-00893,80.4,85.0,0.684,7,3,78.2,4,0
STU-00894,77.2,71.0,0.533,7,3,58.6,2,1
STU-00895,91.6,90.7,0.832,2,6,80.0,11,0
STU-00896,95.8,96.7,0.787,4,2,79.6,3,0
STU-00897,76.4,80.3,0.628,4,6,71.1,4,0
STU-00898,72.1,73.7,0.755,9,3,63.2,8,0
STU-00899,91.9,79.0,0.759,1,5,69.5,8,0
STU-00900,85.0,95.0,0.789,9,5,89.8,9,0
STU-00901,76.8,64.7,0.629,4,2,54.6,4,0
STU-00902,74.2,63.3,0.752,4,4,44.7,5,1
STU-00903,58.7,32.7,0.562,4,2,25.5,3,1
STU-00904,94.1,66.7,0.723,11,2,69.3,9,0
STU-00905,78.8,67.0,0.785,6,2,69.5,6,0
STU-00906,85.2,57.3,0.544,3,2,46.9,2,0
STU-00907,95.5,98.0,0.893,5,0,96.7,4,0
STU-00908,64.3,62.7,0.675,4,1,45.4,3,1
STU-00909,86.0,72.3,0.724,3,3,61.9,6,0
STU-00910,57.3,44.0,0.605,3,1,35.4,5,1
STU-00911,79.9,89.3,0.734,7,3,87.9,12,0
STU-00912,83.3,79.0,0.786,5,4,68.5,3,0
STU-00913,75.4,59.0,0.689,4,5,47.9,6,1
STU-00914,82.2,74.7,0.54,7,3,83.8,3,0
STU-00915,90.0,84.7,0.869,5,5,69.7,7,0
STU-00916,88.0,59.7,0.455,3,3,76.6,8,0
STU-00917,100.0,85.3,0.777,2,5,76.4,7,0
STU-00918,100.0,100.0,0.982,6,5,84.9,7,0
STU-00919,92.8,67.3,0.711,7,4,63.9,2,0
STU-00920,58.8,60.0,0.533,7,6,49.0,3,1
STU-00921,80.9,84.7,0.686,6,3,65.5,8,0
STU-00922,60.7,48.3,0.674,4,1,61.9,2,1
STU-00923,67.6,48.3,0.438,2,3,43.6,4,1
STU-00924,84.4,78.7,0.884,5,6,78.6,4,0
STU-00925,79.8,80.0,0.746,8,4,64.3,5,0
STU-00926,88.0,66.3,0.586,5,4,51.8,9,0
